,title,related_title
535,Cradle to cradle design,The Blur Building and other tech-empowered architecture
536,Cradle to cradle design,My green agenda for architecture
537,Cradle to cradle design,A smog vacuum cleaner and other magical city designs
538,Cradle to cradle design,My architectural philosophy? Bring the community into the process
539,Cradle to cradle design,Using nature's genius in architecture
540,The electricity metaphor for the web's future,"The next 5,000 days of the web"
541,The electricity metaphor for the web's future,The genesis of Google
542,The electricity metaphor for the web's future,The Web as a city
543,The electricity metaphor for the web's future,A demo of wireless electricity
544,The electricity metaphor for the web's future,A plug for smart power outlets
545,The electricity metaphor for the web's future,"The mind behind Tesla, SpaceX, SolarCity ..."
546,A mockingbird remix of TED2006,The  4 a.m. mystery
547,A mockingbird remix of TED2006,A powerful poem about what it feels like to be transgender
548,A mockingbird remix of TED2006,Are you human?
549,A mockingbird remix of TED2006,My web playroom
550,A mockingbird remix of TED2006,The joyful tradition of mountain music
551,A mockingbird remix of TED2006,A comic sendup of TED2006
552,"""Kiteflyer's Hill""","""What You've Got"""
553,"""Kiteflyer's Hill""",Casting a spell on the cello
554,"""Kiteflyer's Hill""",Cape Breton fiddling in reel time
555,"""Kiteflyer's Hill""",Home is a song I've always remembered
556,"""Kiteflyer's Hill""",12 truths I learned from life and writing
557,"""Kiteflyer's Hill""","""Love Is a Loaded Pistol"""
558,"""What You've Got""","""Kiteflyer's Hill"""
559,"""What You've Got""","Singing ""What I Want"""
560,"""What You've Got""","""M'Bifo"""
561,"""What You've Got""","The new bionics that let us run, climb and dance"
562,"""What You've Got""",Remaking my voice
563,"""What You've Got""",My 12 pairs of legs
564,Why would God create a tsunami?,My wish: The Charter for Compassion
565,Why would God create a tsunami?,On technology and faith
566,Why would God create a tsunami?,A life of purpose
567,Why would God create a tsunami?,Letting go of God
568,Why would God create a tsunami?,The balancing act of compassion
569,Why would God create a tsunami?,"Lose your ego, find your compassion"
570,Militant atheism,Letting go of God
571,Militant atheism,Let's teach religion -- all religion -- in schools
572,Militant atheism,Why people believe weird things
573,Militant atheism,Is religion good or bad? (This is a trick question)
574,Militant atheism,Atheism 2.0
575,Militant atheism,It's time to reclaim religion
576,A comic sendup of TED2006,A mockingbird remix of TED2006
577,A comic sendup of TED2006,Nerdcore comedy
578,A comic sendup of TED2006,"Global warming's theme song, ""Manhattan in January"""
579,A comic sendup of TED2006,Why people believe weird things
580,A comic sendup of TED2006,Play! Experiment! Discover!
581,A comic sendup of TED2006,A smog vacuum cleaner and other magical city designs
582,"""La Vie en Rose""",A mockingbird remix of TED2006
583,"""La Vie en Rose""",Nerdcore comedy
584,"""La Vie en Rose""","Global warming's theme song, ""Manhattan in January"""
585,"""La Vie en Rose""",This is what it's like to go undercover in North Korea
586,"""La Vie en Rose""","""Kiteflyer's Hill"""
587,"""La Vie en Rose""",The secret of the bat genome
588,Technology's long tail,"The next 5,000 days of the web"
589,Technology's long tail,The genesis of Google
590,Technology's long tail,The new power of collaboration
591,Technology's long tail,Technology's epic story
592,Technology's long tail,How technology evolves
593,Technology's long tail,Are droids taking our jobs?
594,Cape Breton fiddling in reel time,An 11-year-old's magical violin
595,Cape Breton fiddling in reel time,"""Mother of Pearl,"" ""If I Had You"""
596,Cape Breton fiddling in reel time,"A string quartet plays ""Blue Room"""
597,Cape Breton fiddling in reel time,The boiling river of the Amazon
598,Cape Breton fiddling in reel time,What rivers can tell us about the earth's history
599,Cape Breton fiddling in reel time,"How I brought a river, and my city, back to life"
600,The genesis of Google,"The next 5,000 days of the web"
601,The genesis of Google,Google's driverless car
602,The genesis of Google,Everyday compassion at Google
603,The genesis of Google,The moral bias behind your search results
604,The genesis of Google,The Web as a city
605,The genesis of Google,"Beware online ""filter bubbles"""
606,"""Black Men Ski""","""Thula Mama"""
607,"""Black Men Ski""","Global warming's theme song, ""Manhattan in January"""
608,"""Black Men Ski""",Wake up! It's They Might Be Giants!
609,"""Black Men Ski""",How to overcome our biases? Walk boldly toward them
610,"""Black Men Ski""",The racial politics of time
611,"""Black Men Ski""",An interview with the founders of Black Lives Matter
612,The ghastly tragedy of the suburbs,What squatter cities can teach us
613,The ghastly tragedy of the suburbs,The hidden world of shadow cities
614,The ghastly tragedy of the suburbs,Let's rethink America's military strategy
615,The ghastly tragedy of the suburbs,Why glass towers are bad for city life -- and what we need instead
616,The ghastly tragedy of the suburbs,How to reinvent the apartment building
617,The ghastly tragedy of the suburbs,Architecture at home in its community
618,Human-centered design,Designing objects that tell stories
619,Human-centered design,Design is in the details
620,Human-centered design,Designing for simplicity
621,Human-centered design,Designers -- think big!
622,Human-centered design,Design and the Elastic Mind
623,Human-centered design,"How giant websites design for you (and a billion others, too)"
624,What squatter cities can teach us,The hidden world of shadow cities
625,What squatter cities can teach us,The ghastly tragedy of the suburbs
626,What squatter cities can teach us,A song of the city
627,What squatter cities can teach us,How an obese town lost a million pounds
628,What squatter cities can teach us,The 4 commandments of cities
629,What squatter cities can teach us,A new vision for rebuilding Detroit
630,How brain science will change computing,3 clues to understanding your brain
631,How brain science will change computing,A look inside the brain in real time
632,How brain science will change computing,A computer that works like the brain
633,How brain science will change computing,What happens in your brain when you pay attention?
634,How brain science will change computing,Get ready for hybrid thinking
635,How brain science will change computing,This is your brain on communication
636,Swim with the giant sunfish,Underwater astonishments
